id;name;aggregated_rating;first_release_date
8537;CatFight: The Ultimate Female Fighting Game;;851990400
8538;The Crow: City of Angels;10.0;854755200
8539;Extreme Paintbrawl;;908841600
8540;Extreme Paintbrawl 2;;942624000
8541;Ultimate Paintbrawl 3;;974073600
8542;Extreme Paintbrawl 4;;1021248000
8543;Stalin vs. Martians;50.0;1240963200
8544;Sword of the Stars II: Lords of the Winter;;1319760000
8545;Self-Defense Training Camp;20.0;1320710400
8546;Ridge Racer;61.25;1324080000
8547;Steel Battalion: Heavy Armor;44.3333333333333;1340064000
8548;Call of Duty: Black Ops Declassified;42.75;1352764800
8549;Final Fantasy All the Bravest;;1358380800
8550;Ashes Cricket 2013;;1385078400
8551;Monty Python's Complete Waste of Time;;788832000
8552;Monty Python & the Quest for the Holy Grail;;851990400
8553;Monty Python's Cow Tossing;;1296691200
8555;Monty Python's The Meaning of Life;;883526400
8556;Monty Python's The Ministry of Silly Walks: The Game;;1419984000
8557;Little Britain: The Video Game;10.0;1170374400
8558;Forza Motorsport 6;83.6428571428571;1442275200
8559;I.G.I.-2: Covert Strike;68.3333333333333;1046649600
8560;Kinect Star Wars;55.0;1333411200
8565;Kingpin: Life of Crime;;930700800
8566;Pro Evolution Soccer 2015;81.1666666666667;1415664000
8567;Monster High: Ghoul Spirit;;1319500800
8569;Strawberry Shortcake: Amazing Cookie Party;;1072828800
8570;Strawberry Shortcake: Summertime Adventure;;1100563200
8571;Strawberry Shortcake: Ice Cream Island Riding Camp;;1138924800
8572;Strawberry Shortcake: The Sweet Dreams Game;;1159142400
8573;Strawberry Shortcake: Strawberryland Games;;1161561600
8574;Strawberry Shortcake: The Four Seasons Cake;;1194566400
8575;Age of Empires: Castle Siege;;1410912000
8576;Drakengard 3;56.25;1387411200
8577;Magus;;1393286400
8582;Bad Rats;;1248048000
8583;Champions Online;71.6666666666667;1251763200
8584;Fistful of Frags;;1399593600
8585;Plain Sight;;1270425600
8586;Systems Nominal;;1419292800
8587;Uplink;70.0;1001894400
8588;Pokémon Trozei!;70.0;1129766400
8589;Pokémon Battle Trozei;;1394582400
8590;Puzzle & Dragons;;1329696000
8591;Puzzle & Dragons Z + Puzzle & Dragons Super Mario Bros.;76.0;1386806400
8592;Pokémon Shuffle;62.5;1424217600
8593;The Legend of Zelda: Majora's Mask 3D;91.3636363636364;1423785600
8594;Mario Vs. Donkey Kong: Tipping Stars;71.6666666666667;1425513600
8595;Lost Reavers;;1449014400
8596;Elliot Quest;81.0;1415577600
8597;Blek;80.0;1386028800
8598;Citizens of Earth;70.7142857142857;1421712000
8599;Gunman Clive;80.0;1357171200
8600;Fear Effect;;951350400
8601;Fear Effect 2: Retro Helix;50.0;982713600
8604;Planes: Fire & Rescue;;1415059200
8605;Gunman Clive 2;70.0;1420070400
8606;Moon Chronicles;;1420070400
8607;Etrian Mystery Dungeon;78.4285714285714;1425513600
8608;Story of Seasons;80.0;1393459200
8609;Fossil Fighters: Frontier;65.0;1426809600
8610;IronFall: Invasion;53.3333333333333;1422748800
8611;C.O.P. The Recruit;50.0;1257206400
8612;Elemental Kingdom;;1381968000
8613;Digital Monster Ver. S: Digimon Tamers;;906508800
8614;Digimon World;;917481600
8615;@field;;1332979200
8616;&: Sora no Mukō de Saki Masuyō ni;;1333065600
8617;1001 Spikes;80.0;1401753600
8618;2 Fast 4 Gnomz;53.0;1329955200
8619;99 Bricks Wizard Academy;;1392681600
8620;Adventure Time: The Secret of the Nameless Kingdom;65.0;1416268800
8621;Samorost 2;;1134000000
8623;A-Men;;1329868800
8624;A-Men 2;35.0;1374364800
8625;Chalk;;1199059200
8626;Aabs Animals;;1373328000
8628;Age of Zombies;70.0;1267056000
8629;AiRace Speed;60.0;1379548800
8631;Aiyoku no Eustia: Angel's Blessing;;1403740800
8632;AKB1/149 Ren'ai Sōsenkyo;;1355961600
8634;Alien Shooter;;1063497600
8635;Alone With You;72.5555555555556;1471910400
8636;Amagami Ebikore+;;1391040000
8637;Amnesia;;1313020800
8638;Ascension: Deckbuilding Game;80.0;1309392000
8639;A.N.N.E.;;1546214400
8640;Ano Ko wa Ore kara Hanarenai;;1348790400
8641;Apophis Rising;;1398124800
8642;Aqua Kitty: Milk Mine Defender;80.6666666666667;1349222400
8643;Army Corps of Hell;57.3333333333333;1324080000
8644;Assault Android Cactus;82.1818181818182;1442966400
8645;Assault Gunners;;1340841600
8646;Asphalt: Injection;53.6666666666667;1324080000
8647;Rally Cross;70.0;854668800
8648;Rally Cross 2;;909792000
8649;Atomic Ninjas;;1380672000
8650;Attractio;55.0;1395273600
8651;Aztez;90.0;1435622400
8652;Axiom Verge;83.8666666666667;1427760000
8653;Before;;1546214400
8654;ADR1FT;68.0833333333333;1459123200
8655;MLB 15: The Show;78.75;1427760000
8657;Toukiden: Kiwami;80.6;1409184000
8658;Toukiden: The Age of Demons;77.8571428571429;1372291200
8659;Baboon;;1401148800
8660;Backgammon Blitz;;1387324800
8661;Bakumatsu Rock;;1393459200
8662;Bakumatsu Rock: Ultra Soul;;1411603200
8663;No Heroes Allowed: No Puzzles Either!;;1397520000
8664;Best of Arcade Games;;1422489600
8665;Best of Board Games;;1411516800
8676;Defender of the Crown: Heroes Live Forever;;1182816000
8677;Defender of the Crown II;;757296000
8678;Defy Gravity;;1311552000
8679;Squinkies;;1302566400
8681;Redline;;922838400
8682;Grim Fandango Remastered;82.25;1422316800
8683;Bullet Girls;;1408579200
8684;Doki-Doki Universe;74.0;1385942400
8685;Game of War: Fire Age;;1374710400
8686;William Shatner's TekWar;46.0;812419200
8687;Witchaven;;812419200
8688;Witchaven II: Blood Vengeance;;831340800
8689;Corridor 7: Alien Invasion;;762480000
8690;Operation Body Count;;788832000
8691;ShadowCaster;;757296000
8693;CyClones;;788832000
8694;Necrodome;;844041600
8695;MageSlayer;;875577600
8696;Take No Prisoners;;875577600
8699;Shadowgate Classic;;915148800
8700;Little Fighter 2;60.0;946598400
8701;Dino D-Day;;1302220800
8702;Dreaming Sarah;;1426118400
8703;Dysan the Shapeshifter;;1402012800
8709;Marathon;;787968000
8710;Marathon 2: Durandal;60.0;817171200
8711;Marathon Infinity;;845337600
8713;Battlefleet Gothic: Armada;75.0;1461196800
8714;Sid Meier's Starships;66.0;1426118400
8715;Element4l;73.3333333333333;1369353600
8716;Postal: Redux;60.6666666666667;1463702400
8717;SiN: Wages of Sin;77.0;919987200
8718;Chex Quest 2;;883526400
8719;Blade;;974937600
8720;Iron Grip: Warlord;;1225843200
8721;Mechs and Mercs: Black Talons;;1420761600
8722;Soldat;;1030060800
8723;Bugs Bunny: Crazy Castle 3;;946598400
8724;Bugs Bunny in Crazy Castle 4;;978220800
8725;Continue?9876543210;80.0;1385856000
8726;Mari0;;1330732800
8727;Not Tetris 2;;1325289600
8728;Ortho Robot;;1325289600
8729;Vampyr;68.0;1528156800
8730;ScreamRide;74.0714285714286;1425340800
8731;Godzilla: The Game;40.625;1418860800
8733;World of Speed;;1501545600
8734;Super Mario Bros. Crossover;;1272326400
8735;Abobo's Big Adventure;;1326240000
8736;WWE Immortals;;1421193600
8738;The Basement Collection;80.0;1346371200
8739;Monaco: What's Yours Is Mine;86.1111111111111;1366761600
8744;Global Operations;81.0;1017014400
8745;100 Jumps don't die;;1409097600
8746;Aura Kingdom;;1387756800
8747;Perfect World;;1120176000
8748;N;;1116201600
8749;N+;80.0;1203465600
8750;N++;82.8;1438041600
8751;Stranded Deep;;1421971200
8752;Avernum: Escape from the Pit;;1323820800
8753;Drox Operative;;1354147200
8754;Drox Operative: Invasion of the Ancients;;1383091200
8755;Braveland Wizard;;1417651200
8756;NEO Scavenger;72.5;1418601600
8757;Metrocide;;1413763200
8758;Anomaly: Warzone Earth;84.6;1302220800
8759;Anomaly: Warzone Earth - Mobile Campaign;;1313020800
8761;Mount & Blade: Warband - Viking Conquest Reforged Edition;60.0;1418256000
8762;Lumino City;70.0;1417564800
8763;Crimzon Clover: World Ignition;;1402012800
8764;Agarest: Generations of War;55.0;1380758400
8765;The Witcher: Adventure Game;73.6666666666667;1417046400
8768;Drakensang: The Dark Eye;70.0;1217548800
8769;Drakensang: The River of Time;;1266537600
8770;Drakensang: Phileasson's Secret;;1282262400
8772;Drakensang Online;;1312761600
8773;Homeworld: Remastered Collection;90.0;1424822400
8774;Grow Home;78.0;1423008000
8775;Micro Machines 2: Turbo Tournament;;783648000
8776;Alias Runner;;1104451200
8778;Tactical Ops: Assault on Terror;;1019606400
8780;The Marvellous Miss Take;74.3333333333333;1416441600
8781;Shadows: Heretic Kingdoms;90.0;1416441600
8782;The Last Federation - Betrayed Hope;;1415923200
8783;Randal's Monday;;1415750400
8784;Mount & Blade: Warband - Napoleonic Wars;;1334793600
8785;Haegemonia: Legions of Iron;75.0;1037232000
8786;Ground Control: Dark Conspiracy;;976752000
8787;Sid Meier's Colonization;;801273600
8788;Interstate '82;60.0;943228800
8789;Flight of the Amazon Queen;;820368000
8792;Mount & Blade: With Fire and Sword;80.0;1304380800
8793;Little Big Adventure 2;;865036800
8794;A Bird Story;68.3333333333333;1415318400
8795;Infested Planet;;1394064000
8796;Tales of Maj'Eyal;;1359072000
8798;Devil's Dare;;1413849600
8800;Halfway;;1405987200
8801;Wings! Remastered Edition;;1412985600
8802;Avernum 2: Crystal Souls;;1421193600
8803;God Hand;73.0;1158192000
8804;SimFarm;;757296000
8806;Scribblenauts Remix;;1318377600
8807;Scribblenauts;78.8;1252972800
8808;Super Scribblenauts;85.25;1286841600
8810;Tiger Woods PGA Tour 99;;915062400
8811;Tiger Woods PGA Tour 2000;;949190400
8812;Tiger Woods PGA Tour 2001;;970358400
8813;Tiger Woods PGA Tour 2002;84.3333333333333;1009756800
8814;QWOP;;1225497600
8815;Kromaia;;1414022400
8816;Screencheat;71.0;1413849600
8817;Smugglers V: Invasion;;1413417600
8818;Starpoint Gemini 2;73.3333333333333;1411689600
8819;A Golden Wake;86.0;1412812800
8820;Din's Curse;;1269993600
8822;Mitsurugi Kamui Hikae;70.0;1383177600
8823;DROD: The Second Sky;;1403308800
8824;Wing Commander: Armada;;788832000
8827;Return to Krondor;;915062400
8828;Betrayal in Antara;;870307200
8830;Vangers;;896659200
8831;Unrest;70.0;1406073600
8832;NBA 2K;;942192000
8833;ESPN NBA Basketball;;1066694400
8834;ESPN NBA 2K5;;1096329600
8835;NBA 2K6;80.0;1127692800
8836;NBA 2K7;78.75;1159142400
8837;NBA 2K8;80.0;1191283200
8838;NBA 2K9;83.0;1223337600
8839;NHL 2K;;950054400
8840;NHL 2K2;81.0;1013644800
8841;ESPN NHL Hockey;;1063065600
8842;NFL 2K;;936835200
8843;NFL 2K1;;968284800
8845;NFL 2K2;;1000857600
8846;NFL 2K3;;1029888000
8847;ESPN NFL Football;;1062547200
8849;Dungeons;63.5;1296086400
8853;Michael Schumacher Racing World Kart 2002;;1032307200
8854;Robot Arena 2: Design and Destroy;;1046131200
8855;Raiden II;;757296000
8856;Raiden III;60.0;1127347200
8857;Raiden DX;;788832000
8858;Raiden Fighters;;851990400
8859;Raiden Fighters 2: Operation Hell Dive;;883526400
8860;Raiden Fighters Jet;;904521600
8861;Meridian: New World;;1396569600
8862;Guacamelee! Super Turbo Championship Edition;86.3333333333333;1404172800
8863;Age of Wonders III: Golden Realms;;1410998400
8865;Magicmaker;;1411344000
8866;Shadowgate;80.0;1408579200
8868;Final Slam 2;;1402531200
8869;Spacecom;88.5;1410912000
8870;DROD 4: Gunthro and the Epic Blunder;;1474588800
8871;Reprisal Universe;;1410739200
8872;Superfrog;;757296000
8873;Superfrog HD;40.0;1375228800
8874;Hatoful Boyfriend;75.0;1312070400
8875;Surgeon Simulator Anniversary Edition;67.3333333333333;1407801600
8876;MIND: Path to Thalamus;;1446508800
8877;Hogs of War;;968112000
8878;Q.U.B.E. - Against The Qlock;;1367798400
8879;Super Time Force Ultra;;1400025600
8880;Wacky Wheels;;782352000
8888;AI War: Ancient Shadows;86.0;1353283200
8889;AI War: Vengeance Of The Machine;;1371513600
8890;AI War: Destroyer of Worlds;;1408320000
8898;Populous DS;60.0;1203552000
8900;Monument Valley;89.6666666666667;1396483200
8901;Badland;70.0;1365033600
8902;"Hyperdimension Neptunia Re;Birth1";75.0;1383177600
8903;Westerado;;1388448000
8904;Westerado: Double Barreled;78.0;1429142400
8905;Call of Duty: Black Ops III - Steelbook Edition;;1446768000
8906;ESPN MLB Baseball;;1078099200
8907;Major League Baseball 2K5;80.0;1109635200
8910;Squinkies 2: Adventure Mall Surprize!;;1317427200
8912;Fast Food Tycoon;;974678400
8913;Franchise Hockey Manager 2014;60.0;1401408000
8914;Frozen Hearth;;1353542400
8915;Galactic Arms Race;;1401494400
8917;Galcon Fusion;;1265846400
8918;Galcon Legends;;1389571200
8919;Renoir;;1479254400
8920;Act of Aggression;68.1666666666667;1441152000
8921;White Night;61.875;1425340800
8923;Etherium;;1427241600
8924;Gearcrack Arena;;1395792000
8925;Sunless Sea;85.0;1423958400
8927;Fast Draw Showdown;;788832000
8928;UFO: Aftermath;80.0;1066953600
8929;Iron Storm;;1041292800
8931;Earth 2140;;862444800
8932;Earth 2150;80.0;958953600
8935;Earth 2160;77.5;1122940800
8937;BloodStorm;;788832000
8940;The Divide: Enemies Within;;851990400
8941;Project Eden;70.0;1002499200
8942;Seven Kingdoms: Conquest;47.5;1192406400
8943;The Quivering;;925516800
8944;Penumbra: Overture;74.0;1175212800
8945;Penumbra: Requiem;67.0;1219795200
8948;Routine;;1546214400
8949;God Mode;56.6666666666667;1364774400
8950;Grimind;;1392249600
8951;Hack, Slash, Loot;;1333584000
8952;Humanity Asset;;1392854400
8953;Ichi;60.0;1338940800
8954;Jets'n'Guns;;1391558400
8955;Kingdom Wars;;1364774400
8956;Magical Diary;;1338422400
8957;Millie;;1396483200
8958;Mini Motor Racing EVO;;1367366400
8959;Mutant Mudds Deluxe;88.0;1371081600
8960;Nosferatu: The Wrath of Malachi;80.0;1066694400
8961;Offspring Fling!;;1336694400
8962;Oknytt;;1373241600
8963;Oniken;;1391558400
8964;Perimeter;86.0;1085097600
8965;Darkest Dungeon;83.1;1453161600
8966;Mister Mosquito;57.0;993081600
8967;Worms Battlegrounds;67.0;1401408000
8968;Everlasting Summer;;1416355200
8970;Supreme League of Patriots;;1422489600
8971;Football Manager 2006;85.0;1129852800
8972;Football Manager 2009;80.0;1226620800
8973;Football Manager 2012;84.0;1319155200
8974;Football Manager 2013;89.5;1351814400
8975;Football Manager 2014;83.8571428571429;1383091200
8976;Football Manager 2015;73.8;1415318400
8977;Microsoft Mahjong;;1351209600
8978;Jetpack Joyride;67.0;1314835200
8979;Puzzle Quest 2;80.5555555555556;1277164800
8980;Puzzle Quest: Galactrix;71.0;1235433600
8981;Dash of Destruction;;1229472000
8982;Planet Stronghold;;1301184000
8983;Obduction;67.0;1471996800
8984;Blocks That Matter;;1305158400
8985;Tetrobot and Co.;;1381795200
8986;The Legend of Heroes: Trails in the Sky;85.0;1088035200
8987;Smuggler's Guild;;1405641600
8990;Schein;;1405296000
8991;DROD RPG: Tendry's Tale;;1455235200
8992;MouseCraft﻿;65.0;1404777600
8993;Anomaly Defenders;;1401321600
8997;NBA Jam;90.0;1064275200
8998;Desktop Dungeons;85.5;1383782400
8999;Braveland;;1395014400
9000;Journey of a Roach;;1383523200
9001;M.A.X.: Mechanized Assault & Exploration 2;;899078400
9002;Redneck Rampage;;862358400
9004;Redneck Rampage Rides Again;;896572800
9005;Redneck Deer Huntin';;883526400
9006;Conan;65.0;1190937600
9007;Pool Nation;77.5;1382054400
9008;Pressured;;1405641600
9009;Racer 8;;1402012800
9010;Rage Runner;;1396224000
9011;Rhythm Destruction;60.0;1350345600
9012;Robot Rescue Revolution;;1386115200
9013;Thirty Flights of Loving;90.0;1345420800
9014;Quadrilateral Cowboy;84.2307692307692;1469404800
9015;Robot Arena;;985392000
9016;Apotheon;84.5;1422921600
9017;Robotex;;1416268800
9018;Scourge Outbreak;45.3333333333333;1396396800
9019;Shadowgrounds;75.0;1131667200
9020;Shadows on the Vatican Act I: Greed;;1402358400
9021;Sid Meier's Ace Patrol;;1368057600
9022;Sid Meier's Ace Patrol: Pacific Skies;;1383609600
9023;Skulls of the Shogun;82.0;1359504000
9025;Snuggle Truck;;1303430400
9026;Solar Flux;0.0;1382572800
9027;Speedball 2 HD;;1386201600
9028;Super Bonk;;774835200
9029;Syder Arcade;;1382572800
9031;Battle Isle 2200;;788832000
9032;Battle Isle 2220: Shadow of the Emperor;;820368000
9033;Incubation: Time Is Running Out;;875577600
9034;Battle Isle: The Andosia War;;975024000
9035;Tormentum: Dark Sorrow;76.6666666666667;1425427200
9037;The Blackwell Deception;;1318377600
9038;Galaxy on Fire 3D;;1235865600
9039;The Blackwell Convergence;;1248220800
9040;Metal Assault;;1458259200
9041;Blackwell Unbound;;1188864000
9043;The Blackwell Legacy;70.0;1166832000
9044;Interstellaria;;1437091200
9045;BeatBlasters III;;1392940800
9046;Chroma Squad;71.8571428571429;1430352000
9047;Besiege;;1422403200
9048;The Journey Down: Chapter One;60.0;1337299200
9049;The Sun at Night;62.5;1391472000
9051;Zombie Driver HD;60.0;1350432000
9053;80 Days;70.0;1406764800
9054;Threes!;82.6666666666667;1391644800
9056;Atlantis The Lost Empire;;1009756800
9057;Trespasser;;909792000
9058;Praetorians;83.5;1046390400
9059;Imperial Glory;72.5;1116288000
9060;Laser Arena;;967766400
9061;Cuphead;86.8823529411765;1506643200
9062;Strafe;72.0;1494288000
9063;Varmintz;;1078876800
9065;Super Adventure Island II;;788832000
9066;Cities: Skylines;76.2307692307692;1425945600
9067;StarCraft 64;;960854400
9068;Battle Princess of Arcadias;70.0;1385424000
9069;Spectraball Extended Edition;;1356048000
9070;The Showdown Effect;63.3333333333333;1362441600
9072;The Last Door;75.0;1400544000
9073;Deathmatch Classic;;993945600
9075;Reflex Arena;;1488844800
9076;Inva-taxi;;851990400
9077;Crazy Bus;;1104451200
9078;Liero;;915062400
9079;Pizza Worm;;788832000
9080;The Detail;70.6;1419984000
9081;Tasty Blue;;1423526400
9082;Raptor: Call Of The Shadows;;765158400
9086;DROD: The City Beneath;;1175385600
9088;Fist Puncher;72.0;1371772800
9090;Dracula 4: The Shadow of the Dragon;;1371513600
9091;Dracula: Resurrection;;960336000
9092;Dracula 2: The Last Sanctuary;;969840000
9093;Dracula 3: The Path of the Dragon;;1206835200
9094;Dracula 5: The Blood Legacy;;1383350400
9095;Talvisota: Icy Hell;;1195171200
9096;Kiss: Psycho Circus: The Nightmare Child;90.0;963532800
9097;The Zoo Race;;1188777600
9098;Counter-Strike 2D;;1135987200
9100;Inquisitor;;1346803200
9101;Hand of Fate;82.6;1424131200
9102;Martin Mystère: Operation Dorian Gray;;1135987200
9103;Elasto Mania;;946684800
9105;2048;;1394323200
9106;The Westport Independent;67.0;1453334400
9108;The Immortals of Terra: A Perry Rhodan Adventure;60.0;1215043200
9109;Elite Beat Agents;83.3333333333333;1162771200
9110;Odin Sphere;80.0;1179360000
9111;Frequency;;1006387200
9112;The Book of Unwritten Tales 2;75.0;1424217600
9115;Medieval Engineers;;1424304000
9116;3-D Ultra Radio Control Racers;;942624000
9117;Demonstar;;883526400
9118;Darkstar: The Interactive Movie;;1288915200
9119;Infestation;;1009756800
9120;The Mark of Kri;70.0;1027900800
9121;Petwings;;946598400
9122;Stunt GP;70.0;986515200
9123;When Vikings Attack!;77.5;1352160000
9124;Gunlord;80.0;1332720000
9125;Fast Striker;61.0;1277856000
9126;Sturmwind;;1366761600
9130;Seaman;;933206400
9131;True Pinball;;844128000
9132;Dyad;88.3333333333333;1326326400
9133;Middle Manager of Justice;;1355356800
9134;AirBuccaneers;80.0;1418169600
9136;Gorogoa;82.1428571428571;1513209600
9137;Elemental Gearbolt;;881798400
9138;Diamond Trust of London;;1346112000
9139;Ibb and Obb;77.5;1375747200
9140;Guilty Gear;;895104000
9141;Guilty Gear X;;976752000
9142;Guilty Gear X2;;1022112000
9143;Guilty Gear X2 #Reload;60.0;1048636800
9144;Guilty Gear XX Slash;;1125532800
9145;Guilty Gear XX Accent Core;80.0;1185408000
9146;GUILTY GEAR XX ACCENT CORE PLUS R;0.0;1432598400
9147;Guilty Gear Petit;;983059200
9148;Guilty Gear Petit 2;;1001548800
9149;Guilty Gear Dust Strikers;45.0;1148515200
9151;Super Punch-Out!!;90.0;779500800
9153;Doc Louis's Punch-Out!!;;1256601600
9161;X-Men 2: Clone Wars;;820368000
9162;Giga Wing;;920246400
9163;Giga Wing 2;;979776000
9165;Chess;;1005696000
9168;Zhu Zhu Pets;;1293753600
9170;Famaze;;1399248000
9171;8-bit Commando;;1401667200
9172;The Nations;;1009756800
9173;Alpha Prime;63.5;1177977600
9174;Little Nightmares;77.7222222222222;1493337600
9175;Block Story;;1449705600
9176;Call of Cthulhu;64.75;1540857600
9177;P·O·L·L·E·N;60.5;1461110400
9178;Pneuma: Breath of Life;65.0;1422748800
9179;Sword Coast Legends;63.3333333333333;1445299200
9180;Victor Vran;72.0;1437696000
9181;Warhammer: End Times - Vermintide;80.0;1445558400
9182;We Happy Few;63.0;1533859200
9184;Velocity;85.0;1337040000
9186;Robotron X;100.0;849312000
9187;Pong: The Next Level;;941155200
9188;Ecco the Dolphin: Defender of the Future;74.0;961113600
9189;Draconus: Cult of the Wyrm;70.0;961632000
9190;Cyber Troopers Virtual-On Oratorio Tangram;92.0;915062400
9191;Lords of Xulima;70.0;1415923200
9193;Ratz Instagib;;1469577600
9194;Subject 13;65.6666666666667;1432771200
9195;Five Nights at Freddy's 2;70.0;1415577600
9196;Five Nights at Freddy's 3;75.0;1425254400
9197;Sid Meier's Alien Crossfire;;946598400
9199;M.U.D. TV;;1268092800
9200;Weird Worlds: Return to Infinite Space;80.0;1363651200
9201;Yet Another Zombie Defense;;1265155200
9202;VIP;;986083200
9203;School Tycoon;;1074124800
9204;Where Is My Heart?;81.0;1320710400
9205;Paper Sorcerer;;1384992000
9207;Spy Kids 2: Mega Mission Zone;;1028160000
9208;Shrek Game Land Activity Center;;1004832000
9209;Capitalism Plus;;1458604800
9211;Lume;;1304985600
9212;Anomaly 2;79.0;1368576000
9213;Professional Lumberjack 2015;;1425513600
9214;Dragon Quest Heroes: The World Tree's Woe and the Blight Below;78.0833333333333;1424908800
9215;Shiftlings;65.0;1425340800
9216;P.A.M.E.L.A.;;1489017600
9219;American McGee's Grimm;60.0;1217462400
9220;Redshirt;65.0;1384300800
9221;Bionic Dues;65.0;1381190400
9222;Ascendant;45.0;1399334400
9227;Thief Gold;90.0;940896000
9230;Gangsters: Organized Crime;;912384000
9232;Pirates! Gold;;757296000
9233;Fearless Fantasy;;1400112000
9234;Quarantine II: Road Warrior;60.0;820368000
9235;LSD: Dream Emulator;;909014400
9236;Top Gun: Combat Zones;;1003622400
9238;G-Ball;;1401235200
9239;Ludwig;;1402012800
9240;Paradigm Shift;;1400457600
9241;The Escapists;68.9090909090909;1423785600
9243;Life is Feudal: Your Own;76.0;1447718400
9244;Tembo the Badass Elephant;71.0;1437436800
9245;Deadly Premonition: Director's Cut;74.1666666666667;1367280000
9246;Belladonna;;1424995200
9247;On A Roll;;1472688000
9248;Hamsterz Life;;1164672000
9249;Hotel Dusk: Room 215;80.0;1169424000
9253;Ingress;96.0;1365724800
9254;Subnautica;83.9090909090909;1516665600
9255;The Graveyard;;1262217600
9256;The Lord of the Rings: War of the Ring;91.0;1068249600
9257;Sword of Asumi;;1420675200
9258;Brain Dead 13;;818985600
9259;Creature Shock;20.0;786240000
9261;Dark Seed II;68.0;817689600
9262;The Incredible Machine 2;;788832000
9263;The Incredible Machine 3;;820368000
9265;Spiral Knights;51.0;1301875200
9266;Solar Eclipse;;820368000
9267;EVE: Valkyrie;77.375;1458864000
9268;Muffin Knight;;1393632000
9269;Dungeon Siege II;83.0;1124150400
9270;Dungeon Siege: Throne of Agony;75.0;1162166400
9272;F1 2015;61.5;1434067200
9273;Sweet Lily Dreams;;1400198400
9274;Devastation;;1048809600
9276;Space Siege;58.3333333333333;1218499200
9277;Supreme Snowboarding;;946598400
9278;Endless Legend;82.0;1410998400
9279;Demigod;75.0;1239667200
9280;Wakfu;;1330473600
9281;Soulbringer;;959817600
9282;Messiah;;954460800
9283;Codename: Outbreak;70.0;1002499200
9284;Wings of Vi;;1417132800
9286;Digimon All-Star Rumble;50.75;1415664000
9287;iBomber Defense;70.0;1306368000
9288;iBomber Defense Pacific;;1330560000
9289;iBomber Attack;;1351728000
9290;eXceed Gun Bullet Children;;1135987200
9291;eXceed 2nd - Vampire REX;;1199059200
9292;Zooloretto;;1199059200
9293;Zoo Park;;1402617600
9294;Zoo Empire;;1091318400
9295;Zombie Tycoon;;1256774400
9296;Zombie Tycoon 2: Brainhov's Revenge;69.0;1367280000
9297;Black Circle;;1266364800
9298;Ziro;;1275004800
9299;ZAMB! Biomutant Extermination;;1403222400
9305;Youda Marina;;1388448000
9306;Zombie Solitaire;;1384473600
9307;Zombie Kill of the Week - Reborn;;1426204800
9308;Zombie Bowl-O-Rama;;1255564800
9309;Yosumin!;70.0;1243296000
9310;Xpand Rally Xtreme;;1164931200
9311;XIII Century: Blood of Europe;;1264636800
9316;X: Beyond the Frontier;30.0;930787200
9318;X2: The Threat;67.0;1060214400
9319;X3: Reunion;70.0;1130457600
9320;X3: Terran Conflict;90.0;1224115200
9321;X3: Albion Prelude;;1323907200
9322;X-COM: Enforcer;;987552000
9325;Task Force 1942: Surface Naval Action in the South Pacific;;1415232000
9326;Season of Mystery: The Cherry Blossom Murders;;1265241600
9327;Please, Don't Touch Anything;80.0;1427328000
9328;Skyward Collapse;;1369267200
9329;Strike Suit Infinity;;1367280000
9330;Seven Kingdoms 2 HD;;1423008000
9331;Worms;80.0;820368000
9332;Worms HD;71.5;1173225600
9333;Worms: Ultimate Mayhem;55.0;1317168000
9334;Worms Revolution;67.5;1349740800
9335;Worms Pinball;;946684800
9336;Worlds of Magic;;1426723200
9337;World of Diving;;1409011200
9340;Spec Ops: Rangers Lead the Way;;893894400
9341;Spec Ops: Ranger Team Bravo;;907113600
9342;Spec Ops II: Green Berets;;941328000
9343;Spec Ops: Stealth Patrol;;946684800
9344;Spec Ops II: Omega Squad;;972345600
9345;Spec Ops: Ranger Elite;;979257600
9346;Spec Ops: Covert Assault;;993686400
9347;Spec Ops: Airborne Commando;;1036022400
9348;Delta Force: Task Force Dagger;;1025136000
9349;Delta Force 2;80.0;941328000
9350;Delta Force: Land Warrior;;973555200
9352;Delta Force: Xtreme 2;;1243382400
9354;Joint Operations: Typhoon Rising;82.0;1087257600
9356;Highland Warriors;;1042416000
9357;The Hidden Below;;788832000
9358;Skout;;946598400
9359;Alexander;48.0;1101168000
9360;American Conquest: Fight Back;;1062115200
9361;American Conquest: Divided Nation;60.0;1139529600
9363;World War III: Black Gold;;1003190400
9364;World Truck Racing;;1410825600
9365;World Basketball Manager Tycoon;;1384732800
9367;Wickland;;1415923200
9368;Why So Evil;;1410307200
9369;Whispering Willows;68.6666666666667;1400284800
9371;The Rockin' Dead;;1309478400
9372;The Race for the White House;20.0;1420156800
9373;The Nightmare Cooperative;;1405468800
9374;Pix the Cat;76.75;1412640000
9375;Galactic Assault: Prisoner of Power;70.0;1187740800
9376;Death to Spies;70.0;1190332800
9377;Death to Spies: Moment of Truth;;1206662400
9378;Massive Assault;;1067299200
9379;Massive Assault Network;;1081814400
9380;Domination;55.0;1109808000
9381;Massive Assault Network 2;;1164153600
9382;Siege of Avalon;;1000684800
9383;Megabyte Punch;;1381795200
9384;Kung Fu Strike: The Warrior's Rise;55.0;1343088000
9386;Discovery: A Seek and Find Adventure;;1217289600
9387;Blaster Simulator;;1461801600
9388;Wasteland Angel;;1314835200
